transaction_id,customer_id,transaction_date,amount,transaction_type,payment_method,payment_status,failure_reason,customer_age,customer_tenure_years,previous_successful_payments,previous_failed_payments,customer_lifetime_value,subscription_status,cart_value,time_since_failure_hours,recovery_attempts,contact_allowed,revenue_at_risk,predicted_probability,predicted_probability_percentage,recommended_action,simulated_recovered,simulated_recovered_revenue,action_success_probability
T009674,C17581,2026-01-10 13:03:32.227496,577.05,payment,UPI,failed,insufficient_funds,32,4.02,19,2,22585.17,not_applicable,0.0,11,2,True,577.05,0.7016771571367848,70.16771571367848,REMINDER,False,0.0,0.4964255835662671
T007464,C11650,2026-01-10 13:13:32.227496,1452.73,subscription,Net Banking,failed,card_expired,34,2.02,9,2,6668.76,renewal_failed,0.0,61,2,True,1452.73,0.2125769654791288,21.25769654791288,ESCALATE,False,0.0,0.027546179287477268
T036043,C12711,2026-01-10 14:51:32.227496,2283.79,payment,Wallet,failed,card_expired,29,4.3,13,1,45972.26,not_applicable,0.0,45,1,True,2283.79,0.5118473013024641,51.184730130246415,ALTERNATIVE_PAYMENT,False,0.0,0.5362549362373409
T011174,C10170,2026-01-10 15:50:32.227496,1925.93,checkout,UPI,failed,card_expired,54,1.04,3,1,10023.53,not_applicable,2817.27,11,0,True,1925.93,0.1784023503932021,17.84023503932021,ESCALATE,False,0.0,0.10704141023592126
T033377,C10728,2026-01-10 16:22:32.227496,5777.94,subscription,Wallet,failed,card_expired,19,1.59,1,2,3997.38,renewal_failed,0.0,38,1,True,5777.94,0.11829248344364068,11.829248344364068,ESCALATE,False,0.0,0.020975490066184405
T043179,C18128,2026-01-10 18:09:32.227496,5277.9,subscription,UPI,failed,authentication_failed,37,2.9,11,3,27823.79,renewal_failed,0.0,59,1,True,5277.9,0.4258594971319438,42.58594971319438,ALTERNATIVE_PAYMENT,False,0.0,0.4545665222753466
T023494,C11590,2026-01-10 18:30:32.227496,2231.68,payment,Wallet,failed,network_error,53,2.23,8,3,6260.66,not_applicable,0.0,38,1,True,2231.68,0.5032191081694766,50.32191081694766,ALTERNATIVE_PAYMENT,True,2231.68,0.42805815276100273
T032053,C11657,2026-01-10 20:00:32.227496,3081.18,subscription,Net Banking,failed,network_error,31,2.31,4,1,11460.9,renewal_failed,0.0,50,2,True,3081.18,0.4049798598863679,40.49798598863679,ALTERNATIVE_PAYMENT,True,3081.18,0.2847308668920495
T023334,C17406,2026-01-10 20:08:32.227496,417.63,payment,Net Banking,failed,bank_declined,25,0.28,0,1,500.0,not_applicable,0.0,27,1,True,417.63,0.2384892824332673,23.848928243326732,ESCALATE,False,0.0,0.09309356945996038
T044502,C13889,2026-01-10 20:41:32.227496,3476.11,payment,Debit Card,abandoned,checkout_abandoned,38,0.28,4,1,15381.97,not_applicable,0.0,21,2,True,3476.11,0.26206233062595563,26.20623306259556,ESCALATE,False,0.0,0.05723739837557337
T049668,C17887,2026-01-10 22:44:32.227496,4175.38,subscription,Debit Card,failed,limit_exceeded,26,3.19,9,2,32834.78,renewal_failed,0.0,42,0,True,4175.38,0.36183502461008515,36.183502461008516,ALTERNATIVE_PAYMENT,True,4175.38,0.44374327337958086
T007727,C13394,2026-01-10 22:49:32.227496,410.22,subscription,Net Banking,abandoned,checkout_abandoned,21,0.22,1,1,1534.0,active,0.0,54,0,True,410.22,0.21776066345734368,21.776066345734368,ESCALATE,True,410.22,0.1306563980744062
T046636,C19271,2026-01-10 23:25:32.227496,5074.22,checkout,Net Banking,abandoned,checkout_abandoned,49,2.71,6,2,8971.24,not_applicable,7213.78,71,0,False,5074.22,0.257946191531852,25.7946191531852,DO_NOT_CONTACT,False,0.0,0.0
T010722,C11727,2026-01-10 23:53:32.227496,5495.21,subscription,Credit Card,failed,authentication_failed,37,2.02,14,1,31043.8,renewal_failed,0.0,53,1,True,5495.21,0.5548699944509076,55.48699944509076,ALTERNATIVE_PAYMENT,True,5495.21,0.5771264947283621
T004577,C13739,2026-01-11 00:38:32.227496,4380.13,payment,Credit Card,failed,network_error,55,2.59,5,2,5965.21,not_applicable,0.0,9,1,True,4380.13,0.5277292663574731,52.77292663574731,ALTERNATIVE_PAYMENT,True,4380.13,0.45134280303959945
T035856,C19507,2026-01-11 01:15:32.227496,2550.43,checkout,UPI,failed,authentication_failed,51,3.59,11,1,16170.01,not_applicable,2607.2,62,1,True,2550.43,0.5128050744076612,51.28050744076612,ALTERNATIVE_PAYMENT,False,0.0,0.5371648206872781
T041931,C17267,2026-01-11 01:21:32.227496,3912.93,checkout,Credit Card,failed,card_expired,39,3.7,14,1,24630.49,not_applicable,5091.96,17,0,True,3912.93,0.544426208465109,54.442620846510906,ALTERNATIVE_PAYMENT,False,0.0,0.6172048980418535
T044693,C11258,2026-01-11 01:50:32.227496,2309.51,subscription,Net Banking,abandoned,checkout_abandoned,22,4.3,18,1,60726.23,cancelled,0.0,53,0,True,2309.51,0.7854950526207517,78.54950526207517,REMINDER,True,2309.51,0.7676707947276389
T027213,C15905,2026-01-11 02:16:32.227496,845.8,payment,Debit Card,failed,network_error,38,1.16,3,1,9732.57,not_applicable,0.0,47,2,True,845.8,0.3461799806830511,34.61799806830511,ALTERNATIVE_PAYMENT,False,0.0,0.22887098164889855
T025420,C15052,2026-01-11 02:49:32.227496,1236.63,payment,Credit Card,failed,network_error,58,4.1,23,1,26495.99,not_applicable,0.0,66,3,True,1236.63,0.8890464935962816,88.90464935962817,ESCALATE,False,0.0,0.38342789615776895
T024469,C13844,2026-01-11 03:37:32.227496,403.46,subscription,Debit Card,failed,insufficient_funds,51,2.11,13,0,19088.12,renewal_failed,0.0,58,1,True,403.46,0.35381689324206667,35.38168932420667,ESCALATE,True,403.46,0.16229013594524
T038405,C10862,2026-01-11 06:12:32.227496,1290.2,payment,Debit Card,failed,insufficient_funds,60,3.31,9,1,14412.84,not_applicable,0.0,15,0,True,1290.2,0.3649630009921702,36.496300099217024,ESCALATE,False,0.0,0.2189778005953021
T028641,C10074,2026-01-11 06:14:32.227496,736.68,payment,Wallet,failed,card_expired,34,1.5,6,4,7583.57,not_applicable,0.0,58,2,True,736.68,0.14632381746136056,14.632381746136055,ESCALATE,False,0.0,0.0
T009024,C18790,2026-01-11 06:32:32.227496,946.25,payment,Debit Card,failed,network_error,38,1.78,7,0,20553.6,not_applicable,0.0,28,3,True,946.25,0.5558841834064512,55.58841834064512,ESCALATE,False,0.0,0.18353051004387066
T035279,C11384,2026-01-11 07:04:32.227496,2089.6,subscription,UPI,failed,card_expired,43,0.37,3,2,6461.31,renewal_failed,0.0,20,0,True,2089.6,0.1336647315534516,13.36647315534516,ESCALATE,False,0.0,0.08019883893207096
T025852,C14782,2026-01-11 07:32:32.227496,4743.25,subscription,Wallet,failed,insufficient_funds,50,3.8,15,2,48734.82,renewal_failed,0.0,18,1,True,4743.25,0.5443927802415425,54.43927802415425,ESCALATE,False,0.0,0.27663566814492546
T048521,C10579,2026-01-11 07:41:32.227496,2097.2,payment,UPI,failed,card_expired,40,4.81,17,1,50772.19,not_applicable,0.0,46,1,True,2097.2,0.632393356111455,63.2393356111455,ALTERNATIVE_PAYMENT,True,2097.2,0.6507736883058821
T016263,C11985,2026-01-11 08:15:32.227496,7031.96,checkout,Wallet,failed,limit_exceeded,44,1.93,11,4,14411.78,not_applicable,8240.79,26,0,True,7031.96,0.33586523466682977,33.586523466682976,ALTERNATIVE_PAYMENT,True,7031.96,0.4190719729334883
T017513,C17333,2026-01-11 08:24:32.227496,749.0,payment,Debit Card,failed,insufficient_funds,51,0.27,4,0,14090.2,not_applicable,0.0,14,2,True,749.0,0.1860371747464006,18.60371747464006,ESCALATE,False,0.0,0.011622304847840353
T003951,C15458,2026-01-11 08:33:32.227496,1670.12,payment,Debit Card,failed,insufficient_funds,45,4.99,15,0,28800.42,not_applicable,0.0,68,1,True,1670.12,0.5338768358558087,53.38768358558087,ESCALATE,False,0.0,0.27032610151348524
T045812,C15095,2026-01-11 09:00:32.227496,1542.66,payment,UPI,failed,network_error,50,3.31,19,1,67927.61,not_applicable,0.0,15,0,True,1542.66,0.8824330958413842,88.24330958413842,RETRY,True,1542.66,0.8941897862572458
T031583,C10834,2026-01-11 09:51:32.227496,1339.14,payment,Debit Card,failed,network_error,44,3.47,8,1,12517.72,not_applicable,0.0,40,3,True,1339.14,0.5897054504149083,58.97054504149083,ESCALATE,False,0.0,0.20382327024894492
T039208,C14612,2026-01-11 09:51:32.227496,21887.0,payment,UPI,abandoned,checkout_abandoned,42,1.57,8,1,8287.24,not_applicable,0.0,40,0,True,21887.0,0.3336225423918364,33.36225423918364,ESCALATE,True,21887.0,0.20017352543510183
T040023,C18555,2026-01-11 10:33:32.227496,3914.85,payment,UPI,failed,bank_declined,55,3.47,13,2,20121.25,not_applicable,0.0,2,0,True,3914.85,0.7146605258268327,71.46605258268328,ALTERNATIVE_PAYMENT,True,3914.85,0.778927499535491
T042332,C19425,2026-01-11 10:37:32.227496,2190.46,payment,Debit Card,abandoned,checkout_abandoned,34,4.79,23,1,43952.79,not_applicable,0.0,26,0,True,2190.46,0.872182471206244,87.2182471206244,REMINDER,True,2190.46,0.8413551005253074
T019598,C11795,2026-01-11 10:51:32.227496,5267.2,checkout,Credit Card,abandoned,checkout_abandoned,45,1.64,6,3,9255.21,not_applicable,6834.11,69,1,True,5267.2,0.23138125721279548,23.138125721279547,ESCALATE,False,0.0,0.08882875432767727
T025190,C12074,2026-01-11 12:27:32.227496,647.29,payment,Wallet,abandoned,checkout_abandoned,45,4.13,20,0,17838.1,not_applicable,0.0,2,1,True,647.29,0.8650954685531725,86.50954685531725,REMINDER,True,647.29,0.7853311482701966
T039366,C18495,2026-01-11 12:43:32.227496,310.37,payment,Debit Card,abandoned,checkout_abandoned,27,1.8,10,0,23964.56,not_applicable,0.0,58,0,True,310.37,0.4476955570609181,44.769555706091815,ESCALATE,False,0.0,0.2686173342365509
T049522,C19766,2026-01-11 13:14:32.227496,4095.86,checkout,Wallet,failed,authentication_failed,28,3.54,17,1,44091.15,not_applicable,5755.17,51,0,True,4095.86,0.7091389245118377,70.91389245118377,ALTERNATIVE_PAYMENT,True,4095.86,0.7736819782862457
T031212,C15518,2026-01-11 13:25:32.227496,8806.8,payment,Net Banking,failed,network_error,23,1.62,4,2,9495.13,not_applicable,0.0,13,0,True,8806.8,0.4322351878878755,43.22351878878755,ALTERNATIVE_PAYMENT,True,8806.8,0.4106234284934817
T022798,C13215,2026-01-11 14:04:32.227496,1320.66,subscription,Net Banking,failed,insufficient_funds,36,2.86,15,2,57741.87,renewal_failed,0.0,13,2,True,1320.66,0.5226784421127121,52.26784421127121,ESCALATE,True,1320.66,0.2136070652676272
T031749,C14393,2026-01-11 14:35:32.227496,954.72,subscription,Net Banking,failed,bank_declined,50,0.37,2,1,5848.28,renewal_failed,0.0,39,2,True,954.72,0.23392186053846584,23.392186053846583,ESCALATE,False,0.0,0.0403531163230795
T041158,C12620,2026-01-11 17:51:32.227496,666.09,payment,UPI,failed,network_error,45,1.58,6,1,11347.7,not_applicable,0.0,51,1,True,666.09,0.46185574046939615,46.185574046939614,ALTERNATIVE_PAYMENT,True,666.09,0.3887629534459263
T032893,C15675,2026-01-11 17:59:32.227496,8882.43,payment,UPI,failed,bank_declined,20,3.16,11,3,30600.86,not_applicable,0.0,49,0,True,8882.43,0.5458812134915135,54.58812134915135,RETRY,True,8882.43,0.49129309214236216
T027845,C16387,2026-01-11 19:19:32.227496,2593.44,payment,Wallet,failed,insufficient_funds,54,3.74,15,0,43606.3,not_applicable,0.0,23,0,False,2593.44,0.6085628081932625,60.856280819326244,DO_NOT_CONTACT,False,0.0,0.0
T020565,C11651,2026-01-11 19:37:32.227496,1388.97,checkout,Credit Card,failed,network_error,41,0.94,2,4,7290.58,not_applicable,1630.71,19,0,True,1388.97,0.32233275958131363,32.233275958131365,ALTERNATIVE_PAYMENT,False,0.0,0.3062161216022479
T037883,C10595,2026-01-11 20:05:32.227496,922.74,payment,Debit Card,failed,authentication_failed,57,2.51,10,3,28248.96,not_applicable,0.0,66,3,True,922.74,0.35637290747955885,35.63729074795589,ESCALATE,False,0.0,0.06382374448773528
T024294,C18706,2026-01-11 22:04:32.227496,2352.63,payment,Wallet,failed,bank_declined,55,2.43,4,2,13376.22,not_applicable,0.0,3,0,True,2352.63,0.4349347089855117,43.493470898551166,RETRY,False,0.0,0.3914412380869605
T010908,C19297,2026-01-11 23:17:32.227496,5806.49,checkout,Credit Card,failed,limit_exceeded,59,2.83,5,1,11186.17,not_applicable,6078.84,51,1,True,5806.49,0.26138778614631475,26.138778614631477,ESCALATE,False,0.0,0.10683267168778883
T028749,C19098,2026-01-11 23:28:32.227496,3173.07,subscription,UPI,abandoned,checkout_abandoned,45,4.1,12,4,13987.89,active,0.0,4,0,True,3173.07,0.6675224749921393,66.75224749921394,REMINDER,False,0.0,0.6673941037433184
T033195,C12798,2026-01-11 23:39:32.227496,1435.82,payment,UPI,failed,card_expired,32,1.47,10,1,29118.76,not_applicable,0.0,61,2,True,1435.82,0.2764959206971423,27.64959206971423,ESCALATE,False,0.0,0.06589755241828538
T014985,C11216,2026-01-12 02:22:32.227496,3068.56,payment,Wallet,failed,limit_exceeded,54,2.02,4,0,14971.62,not_applicable,0.0,49,0,True,3068.56,0.2571832237358019,25.71832237358019,ESCALATE,True,3068.56,0.15430993424148112
T031371,C14976,2026-01-12 04:57:32.227496,1921.5,subscription,UPI,failed,card_expired,36,3.74,13,1,24046.76,renewal_failed,0.0,48,0,True,1921.5,0.4420641809871771,44.20641809871771,ALTERNATIVE_PAYMENT,False,0.0,0.5199609719378182
T003668,C17122,2026-01-12 05:08:32.227496,4116.89,payment,Credit Card,failed,bank_declined,31,4.45,16,1,24190.85,not_applicable,0.0,33,3,True,4116.89,0.8021837901290091,80.21837901290091,ESCALATE,False,0.0,0.33131027407740543
T026854,C14429,2026-01-12 05:25:32.227496,4162.62,checkout,UPI,failed,network_error,50,4.21,13,2,49339.0,not_applicable,5611.29,70,0,True,4162.62,0.6810160798391512,68.10160798391513,RETRY,True,4162.62,0.7129144718552362
T010930,C13787,2026-01-12 05:55:32.227496,467.71,subscription,Net Banking,failed,bank_declined,28,1.45,8,1,27422.94,renewal_failed,0.0,29,3,True,467.71,0.47212513156325975,47.212513156325976,ESCALATE,False,0.0,0.13327507893795582
T026435,C10800,2026-01-12 06:32:32.227496,4383.89,payment,Credit Card,abandoned,checkout_abandoned,29,0.47,2,2,5695.46,not_applicable,0.0,72,2,True,4383.89,0.16514220886347827,16.51422088634783,ESCALATE,False,0.0,0.0
T039268,C11710,2026-01-12 07:13:32.227496,2094.04,payment,Net Banking,abandoned,checkout_abandoned,44,0.87,5,1,19758.19,not_applicable,0.0,52,0,True,2094.04,0.2625376300807799,26.25376300807799,ESCALATE,True,2094.04,0.15752257804846795
T017073,C11166,2026-01-12 08:30:32.227496,2711.68,payment,Wallet,failed,authentication_failed,30,1.59,5,2,14959.94,not_applicable,0.0,70,2,True,2711.68,0.25774607503131447,25.774607503131445,ESCALATE,False,0.0,0.05464764501878866
T020079,C11092,2026-01-12 08:56:32.227496,4281.05,subscription,Wallet,abandoned,checkout_abandoned,21,3.92,17,3,27620.14,cancelled,0.0,63,0,True,4281.05,0.6867174630749906,68.67174630749906,REMINDER,True,4281.05,0.683709843613742
T042834,C12773,2026-01-12 09:03:32.227496,2542.17,payment,UPI,abandoned,checkout_abandoned,24,4.13,10,1,17106.5,not_applicable,0.0,62,2,True,2542.17,0.5328384346217652,53.28384346217652,ESCALATE,True,2542.17,0.2197030607730591
T029322,C17363,2026-01-12 09:05:32.227496,2450.85,checkout,Credit Card,failed,limit_exceeded,37,3.69,10,1,16080.11,not_applicable,3275.89,34,2,True,2450.85,0.4976271772394801,49.76271772394801,ALTERNATIVE_PAYMENT,False,0.0,0.47274581837750607
T046983,C17214,2026-01-12 10:16:32.227496,254.38,payment,Debit Card,failed,limit_exceeded,32,0.67,4,2,3267.94,not_applicable,0.0,22,3,True,254.38,0.207762235875466,20.7762235875466,ESCALATE,False,0.0,0.0
T041577,C14374,2026-01-12 10:41:32.227496,1954.15,payment,UPI,failed,network_error,30,1.23,5,1,13630.66,not_applicable,0.0,12,0,True,1954.15,0.5135916902566681,51.35916902566681,ALTERNATIVE_PAYMENT,False,0.0,0.48791210574383465
T033163,C11076,2026-01-12 11:06:32.227496,2118.01,payment,Net Banking,failed,limit_exceeded,47,1.01,10,1,33922.09,not_applicable,0.0,14,3,True,2118.01,0.40679859689231573,40.67985968923157,ESCALATE,False,0.0,0.09407915813538942
T020823,C11327,2026-01-12 12:15:32.227496,590.29,checkout,Debit Card,failed,insufficient_funds,31,1.91,9,2,28744.58,not_applicable,806.2,49,0,True,590.29,0.2565391463712906,25.65391463712906,ESCALATE,True,590.29,0.15392348782277435
T049527,C17158,2026-01-12 12:53:32.227496,1476.5,subscription,Credit Card,abandoned,checkout_abandoned,36,2.98,18,2,49756.38,active,0.0,61,0,True,1476.5,0.7481501015595174,74.81501015595174,REMINDER,True,1476.5,0.7359275863255897
T012744,C19494,2026-01-12 12:54:32.227496,5135.57,payment,Credit Card,failed,insufficient_funds,29,2.29,12,3,37396.55,not_applicable,0.0,60,0,True,5135.57,0.32188871165344607,32.18887116534461,ESCALATE,False,0.0,0.19313322699206764
T044439,C10247,2026-01-12 13:53:32.227496,2377.84,checkout,Net Banking,failed,authentication_failed,37,2.11,7,1,10850.73,not_applicable,2758.22,37,2,True,2377.84,0.3838508256540074,38.385082565400744,ALTERNATIVE_PAYMENT,False,0.0,0.3646582843713071
T009580,C16351,2026-01-12 14:42:32.227496,4132.67,subscription,Credit Card,failed,authentication_failed,29,0.71,2,1,6892.56,renewal_failed,0.0,67,2,True,4132.67,0.18546407035740367,18.546407035740366,ESCALATE,False,0.0,0.0112784422144422
T020890,C17977,2026-01-12 15:02:32.227496,2823.05,payment,UPI,failed,authentication_failed,18,2.99,7,2,24643.96,not_applicable,0.0,71,0,True,2823.05,0.3661552166069784,36.615521660697844,ALTERNATIVE_PAYMENT,True,2823.05,0.44784745577662943
T040844,C10008,2026-01-12 15:20:32.227496,2056.82,subscription,Credit Card,failed,network_error,23,2.0,7,2,5027.56,renewal_failed,0.0,57,2,True,2056.82,0.4671613291370307,46.71613291370307,ALTERNATIVE_PAYMENT,False,0.0,0.34380326268017913
T022926,C18339,2026-01-12 16:10:32.227496,2692.25,payment,UPI,failed,limit_exceeded,18,3.15,8,1,11570.36,not_applicable,0.0,67,0,True,2692.25,0.35826815437755016,35.826815437755016,ALTERNATIVE_PAYMENT,True,2692.25,0.4403547466586727
T043827,C13833,2026-01-12 17:11:32.227496,6408.11,payment,Debit Card,failed,card_expired,40,4.22,13,0,31172.39,not_applicable,0.0,60,0,True,6408.11,0.4388353866756472,43.88353866756472,ALTERNATIVE_PAYMENT,False,0.0,0.5168936173418648
T036832,C15938,2026-01-12 17:30:32.227496,2981.76,payment,UPI,failed,bank_declined,57,1.07,7,0,6631.08,not_applicable,0.0,43,0,True,2981.76,0.4208856061983002,42.08856061983002,RETRY,False,0.0,0.37879704557847016
T021431,C13681,2026-01-12 17:41:32.227496,6954.5,subscription,Credit Card,failed,bank_declined,44,0.11,3,1,2258.72,renewal_failed,0.0,6,2,True,6954.5,0.3144309323423068,31.44309323423068,RETRY,True,6954.5,0.18298783910807612
T009105,C16656,2026-01-12 18:32:32.227496,4467.58,payment,Net Banking,failed,network_error,29,4.83,17,1,27817.74,not_applicable,0.0,45,2,True,4467.58,0.8392570679875117,83.92570679875116,RETRY,True,4467.58,0.7553313611887605
T010827,C16946,2026-01-12 18:35:32.227496,1736.46,payment,Net Banking,failed,authentication_failed,42,1.7,8,2,27762.66,not_applicable,0.0,28,1,True,1736.46,0.39745663058595576,39.745663058595575,ALTERNATIVE_PAYMENT,True,1736.46,0.42758379905665794
T046175,C14585,2026-01-12 18:58:32.227496,2879.13,checkout,Wallet,failed,bank_declined,54,4.37,16,0,41554.33,not_applicable,2894.81,6,0,True,2879.13,0.8398131736148996,83.98131736148996,ALTERNATIVE_PAYMENT,True,2879.13,0.8978225149341545
T025613,C14959,2026-01-12 19:40:32.227496,25681.66,subscription,Wallet,failed,card_expired,33,1.93,5,0,11395.04,renewal_failed,0.0,52,3,True,25681.66,0.15423725980523467,15.423725980523468,ESCALATE,False,0.0,0.0
T009811,C14699,2026-01-12 20:42:32.227496,629.64,subscription,Wallet,failed,card_expired,34,1.35,4,0,11444.67,renewal_failed,0.0,60,1,True,629.64,0.1629154415025253,16.29154415025253,ESCALATE,False,0.0,0.04774926490151517
T027153,C18428,2026-01-12 21:00:32.227496,2728.3,payment,Net Banking,failed,network_error,37,4.02,26,1,39232.61,not_applicable,0.0,19,2,True,2728.3,0.9410860537234199,94.108605372342,RETRY,False,0.0,0.8469774483510779
T035863,C13045,2026-01-12 21:59:32.227496,2395.31,payment,Credit Card,failed,insufficient_funds,31,4.01,14,2,36577.72,not_applicable,0.0,55,1,True,2395.31,0.4912726377433182,49.12726377433182,ESCALATE,False,0.0,0.2447635826459909
T012961,C15339,2026-01-12 22:39:32.227496,8848.6,checkout,UPI,failed,insufficient_funds,43,0.14,2,1,3177.93,not_applicable,9431.03,16,0,True,8848.6,0.12349575439248406,12.349575439248406,ESCALATE,False,0.0,0.07409745263549043
T004763,C15495,2026-01-12 23:09:32.227496,985.27,subscription,Debit Card,failed,card_expired,18,2.1,11,3,22696.44,renewal_failed,0.0,3,1,False,985.27,0.34660268677591705,34.6602686775917,DO_NOT_CONTACT,False,0.0,0.0
T044457,C14204,2026-01-12 23:30:32.227496,5667.96,payment,Net Banking,failed,bank_declined,51,4.24,11,5,40139.69,not_applicable,0.0,35,3,True,5667.96,0.5370866744821025,53.70866744821024,ESCALATE,False,0.0,0.17225200468926144
T047555,C13279,2026-01-12 23:41:32.227496,1729.74,payment,Wallet,failed,bank_declined,31,0.6,6,2,23835.14,not_applicable,0.0,29,1,True,1729.74,0.3847746386506919,38.47746386506919,RETRY,True,1729.74,0.29629717478562273
T032973,C11478,2026-01-12 23:54:32.227496,1123.48,payment,UPI,failed,bank_declined,38,1.66,9,2,15769.9,not_applicable,0.0,27,0,True,1123.48,0.506246741571908,50.624674157190796,RETRY,False,0.0,0.45562206741471717
T026625,C15736,2026-01-13 00:00:32.227496,1134.66,payment,Credit Card,failed,limit_exceeded,44,2.87,14,2,30763.87,not_applicable,0.0,30,3,True,1134.66,0.5679921928641828,56.79921928641828,ESCALATE,True,1134.66,0.19079531571850966
T002162,C14765,2026-01-13 00:24:32.227496,1076.13,subscription,Net Banking,failed,insufficient_funds,44,3.26,12,1,32979.94,renewal_failed,0.0,6,2,True,1076.13,0.4804731514155844,48.047315141558435,ESCALATE,False,0.0,0.18828389084935063
T025083,C19510,2026-01-13 00:27:32.227496,2212.65,payment,Credit Card,failed,network_error,22,4.47,18,0,40481.17,not_applicable,0.0,47,0,True,2212.65,0.8815569962564577,88.15569962564577,RETRY,True,2212.65,0.8934012966308119
T018581,C15805,2026-01-13 00:34:32.227496,4206.37,subscription,Net Banking,failed,network_error,39,4.75,15,0,38460.3,renewal_failed,0.0,72,3,True,4206.37,0.770064047264532,77.0064047264532,ESCALATE,True,4206.37,0.3120384283587192
T034239,C17136,2026-01-13 01:42:32.227496,1986.24,payment,Credit Card,abandoned,checkout_abandoned,18,0.81,6,0,4278.26,not_applicable,0.0,30,1,True,1986.24,0.39008045225679333,39.00804522567933,ESCALATE,False,0.0,0.18404827135407598
T013688,C13549,2026-01-13 02:22:32.227496,1092.91,payment,Net Banking,abandoned,checkout_abandoned,39,4.8,17,3,35686.33,not_applicable,0.0,68,0,True,1092.91,0.6641709641812618,66.41709641812618,REMINDER,True,1092.91,0.6645453195540725
T016513,C11994,2026-01-13 05:36:32.227496,2017.2,payment,Credit Card,abandoned,checkout_abandoned,29,0.78,6,0,18553.28,not_applicable,0.0,6,0,True,2017.2,0.4387939707401539,43.879397074015394,ESCALATE,False,0.0,0.26327638244409235
T017446,C15536,2026-01-13 07:08:32.227496,890.04,checkout,UPI,failed,bank_declined,23,3.01,14,2,43607.93,not_applicable,1186.71,59,3,True,890.04,0.6579641885878437,65.79641885878436,ESCALATE,True,890.04,0.24477851315270616
T049215,C17731,2026-01-13 08:27:32.227496,9135.64,payment,Debit Card,abandoned,checkout_abandoned,42,2.01,8,1,11985.48,not_applicable,0.0,28,0,True,9135.64,0.3890885433300172,38.90885433300172,ESCALATE,False,0.0,0.2334531259980103
T015761,C12897,2026-01-13 08:29:32.227496,2467.59,checkout,UPI,abandoned,checkout_abandoned,28,0.68,4,2,5629.34,not_applicable,3230.27,16,1,False,2467.59,0.2859781319813321,28.59781319813321,DO_NOT_CONTACT,False,0.0,0.0
T044542,C13072,2026-01-13 08:48:32.227496,3938.58,checkout,Credit Card,failed,insufficient_funds,37,1.52,8,3,7020.35,not_applicable,5271.49,51,0,True,3938.58,0.20023280065344215,20.023280065344213,ESCALATE,False,0.0,0.12013968039206528
T045195,C10333,2026-01-13 11:24:32.227496,6587.86,checkout,UPI,failed,limit_exceeded,48,0.55,5,0,13225.99,not_applicable,7365.48,69,0,True,6587.86,0.18106018330260015,18.106018330260014,ESCALATE,False,0.0,0.10863610998156009
T024130,C18417,2026-01-13 11:37:32.227496,2413.49,payment,Debit Card,failed,card_expired,38,0.98,5,2,8356.33,not_applicable,0.0,40,0,True,2413.49,0.14856174928580027,14.856174928580026,ESCALATE,False,0.0,0.08913704957148015
T001331,C15686,2026-01-13 11:42:32.227496,2011.53,payment,UPI,failed,authentication_failed,28,3.87,13,2,35758.86,not_applicable,0.0,4,0,False,2011.53,0.7037460669080196,70.37460669080195,DO_NOT_CONTACT,False,0.0,0.0
T034808,C19948,2026-01-13 11:53:32.227496,1443.85,subscription,Credit Card,failed,authentication_failed,55,3.26,16,1,49237.62,renewal_failed,0.0,59,0,True,1443.85,0.6555694977633358,65.55694977633358,ALTERNATIVE_PAYMENT,False,0.0,0.7227910228751689
T010933,C13481,2026-01-13 12:05:32.227496,997.97,payment,Net Banking,failed,network_error,28,0.13,1,4,3314.73,not_applicable,0.0,16,3,True,997.97,0.26011190232899767,26.011190232899768,ESCALATE,False,0.0,0.006067141397398584
T014125,C19359,2026-01-13 13:08:32.227496,9525.02,subscription,Net Banking,failed,limit_exceeded,44,3.07,12,0,27799.46,renewal_failed,0.0,19,3,True,9525.02,0.5215211031935391,52.15211031935391,ESCALATE,False,0.0,0.1629126619161234
T023700,C11811,2026-01-13 13:25:32.227496,148.01,payment,UPI,failed,insufficient_funds,25,0.14,3,3,3654.88,not_applicable,0.0,2,1,True,148.01,0.16052046568093362,16.052046568093363,ESCALATE,False,0.0,0.04631227940856017
T037325,C19335,2026-01-13 13:27:32.227496,1136.81,payment,Credit Card,failed,network_error,54,0.58,3,1,2730.4,not_applicable,0.0,22,3,True,1136.81,0.3974098901377763,39.74098901377763,ESCALATE,False,0.0,0.08844593408266574
T009209,C11014,2026-01-13 13:35:32.227496,5359.06,checkout,UPI,failed,card_expired,57,1.26,5,1,13833.04,not_applicable,7889.47,68,0,True,5359.06,0.1313232040149823,13.132320401498228,ESCALATE,False,0.0,0.07879392240898937
T013611,C16907,2026-01-13 14:16:32.227496,3089.73,payment,UPI,failed,network_error,24,3.21,9,2,9866.36,not_applicable,0.0,30,0,True,3089.73,0.6375971222729727,63.75971222729727,RETRY,False,0.0,0.6738374100456754
T039654,C17876,2026-01-13 16:17:32.227496,1111.68,checkout,Wallet,failed,bank_declined,22,2.15,6,2,10785.69,not_applicable,1478.57,23,1,False,1111.68,0.46411830636759893,46.411830636759895,DO_NOT_CONTACT,False,0.0,0.0
